Date,Open,High,Low,Close,Volume
10/3/2002 15:30:00,50.13,50.23,48.42,48.74,4891437
10/4/2002 15:30:00,48.54,48.69,47.32,47.55,3961069
10/7/2002 15:30:00,47.31,48.65,47.23,48.35,2026576
10/8/2002 15:30:00,48.45,49.09,48.28,48.79,1331793
10/9/2002 15:30:00,48.87,49.01,47.86,48,1444782
10/10/2002 15:30:00,47.72,48.2,47.36,47.7,1495105
10/11/2002 15:30:00,50.54,50.54,47.94,48.24,1287555
10/14/2002 15:30:00,48.52,49.01,48.32,48.76,1047072
10/16/2002 15:30:00,49.03,49.78,48.88,49.17,1966995
10/17/2002 15:30:00,49.03,49.29,48.65,49.06,1207311
10/18/2002 15:30:00,49.27,49.8,48.63,48.9,1421229
10/21/2002 15:30:00,49.13,49.17,48.56,48.75,792887
10/22/2002 15:30:00,48.94,48.99,48.13,48.31,1114776
10/23/2002 15:30:00,47.88,47.88,47.39,47.51,1364316
10/24/2002 15:30:00,47.31,47.72,46.13,46.29,2871456
10/25/2002 15:30:00,46.21,46.49,44.61,44.91,4726002
10/28/2002 15:30:00,44.86,45.22,43.9,44.25,2880309
10/29/2002 15:30:00,45.4,46.81,45.12,46.42,5708486
10/30/2002 15:30:00,46.83,47.5,46.83,47.19,3855740
10/31/2002 15:30:00,47.73,54.24,47.73,53.45,36393864
11/1/2002 15:30:00,53.52,53.9,50.69,51.89,22687604
11/4/2002 15:30:00,52.96,53.21,52.41,53,5166758
11/5/2002 15:30:00,53.35,53.35,52.29,52.59,5126794
11/7/2002 15:30:00,53.05,54.63,51.86,52.28,8984720
11/8/2002 15:30:00,51.14,52.78,51.14,51.95,6836817
11/11/2002 15:30:00,51.95,52.02,51.25,51.54,2908551
11/12/2002 15:30:00,51.14,52.69,51.07,52.51,5578331
11/13/2002 15:30:00,54.31,54.31,52.43,52.92,8159262
11/14/2002 15:30:00,53.05,53.5,52.8,53.33,5058403
11/15/2002 15:30:00,53.78,54.26,53.58,54,4908203
11/18/2002 15:30:00,53.96,55.73,53.78,54.73,6630375
11/20/2002 15:30:00,54.87,55.95,54.56,55.06,7450726
11/21/2002 15:30:00,55.42,55.77,55.03,55.31,4353172
11/22/2002 15:30:00,55.67,58.06,55.67,57.45,13556557
11/25/2002 15:30:00,57.28,58.73,56.73,57.69,9464779
11/26/2002 15:30:00,58.33,59.56,58.3,58.87,13852575
11/27/2002 15:30:00,58.69,58.98,57.61,57.84,7021521
11/28/2002 15:30:00,58.39,58.98,58.22,58.55,7071612
11/29/2002 15:30:00,58.89,59.34,57.13,57.97,7928814
12/2/2002 15:30:00,58.37,59.83,57.99,59.3,5907463
12/3/2002 15:30:00,59.99,60.75,58.29,58.66,7823413
12/4/2002 15:30:00,58.99,59.26,57.74,58.89,9168904
12/5/2002 15:30:00,59.33,59.98,58.89,59.27,6537126
12/6/2002 15:30:00,59.41,60.2,59,59.63,3669736
12/9/2002 15:30:00,60.2,61.26,58.64,58.98,8159296
12/10/2002 15:30:00,58.57,59.24,58.01,59.06,4599603
12/11/2002 15:30:00,59.37,59.78,58.51,58.92,4144766
12/12/2002 15:30:00,58.99,59.3,58.42,59.16,4006333
12/13/2002 15:30:00,57.99,60.14,57.99,59.79,3790765
12/16/2002 15:30:00,60.8,60.8,59.39,59.54,6677302
12/17/2002 15:30:00,59.65,59.96,58.8,59.21,4945501
12/18/2002 15:30:00,59.3,59.58,58.12,58.37,3553239
12/19/2002 15:30:00,58.29,58.47,57.55,58.21,3871518
12/20/2002 15:30:00,58.19,58.96,58.19,58.55,3651142
12/23/2002 15:30:00,58.78,58.79,58.09,58.32,2523244
12/24/2002 15:30:00,58.24,58.84,56.82,58.7,3709924
12/26/2002 15:30:00,58.94,60.95,58.89,60.5,10948599
12/27/2002 15:30:00,60.91,61.69,59.84,60.18,10349750
12/30/2002 15:30:00,59.8,60.23,59.21,59.9,4170639
12/31/2002 15:30:00,60.38,60.38,59.81,59.99,3793216
1/1/2003 15:30:00,60.56,60.7,59.82,59.96,3385535
1/2/2003 15:30:00,60.17,60.17,58.91,59.09,2866903
1/3/2003 15:30:00,59.41,59.46,57.8,57.98,5194550
1/6/2003 15:30:00,57.91,58.07,57.21,57.34,3468858
1/7/2003 15:30:00,57.59,57.9,57.24,57.39,2710431
1/8/2003 15:30:00,57.45,58.57,57.41,58.18,2567185
1/9/2003 15:30:00,58.49,59.98,58.44,59.67,5705715
1/10/2003 15:30:00,60.16,60.2,58.79,59.81,4377033
1/13/2003 15:30:00,59.8,59.86,59.29,59.44,2639730
1/14/2003 15:30:00,58.97,59.39,58.69,59.29,2871917
1/15/2003 15:30:00,58.79,59.09,57.86,58.55,3966366
1/16/2003 15:30:00,58.55,58.98,58.06,58.68,2460285
1/17/2003 15:30:00,58.89,59.14,58.51,58.86,1888939
1/20/2003 15:30:00,58.9,59.18,58.14,58.36,1480731
1/21/2003 15:30:00,58.39,58.99,57.99,58.81,1862633
1/22/2003 15:30:00,58.89,59.9,58.65,59.61,3875298
1/23/2003 15:30:00,59.8,60.4,58.71,58.93,3283681
1/24/2003 15:30:00,59.07,59.07,56.63,56.91,4079518
1/27/2003 15:30:00,56.83,57.36,54.44,55.04,4880373
1/28/2003 15:30:00,54.43,56.31,54.22,56.1,5259578
1/29/2003 15:30:00,62.41,62.41,54.63,54.99,3102893
1/30/2003 15:30:00,54.99,55.55,53.69,54.04,5186530
1/31/2003 15:30:00,53.76,56.27,53.01,55.38,12299612
2/3/2003 15:30:00,56.78,56.88,55.68,56.65,4080381
2/4/2003 15:30:00,57.22,57.65,56.43,56.66,4478622
2/5/2003 15:30:00,56.31,57.18,55.9,56.89,3363936
2/6/2003 15:30:00,56.98,57.55,56.8,57.39,2965780
2/7/2003 15:30:00,57.48,57.74,55.85,56.52,3944593
2/10/2003 15:30:00,56.51,56.96,56.17,56.71,2918920
2/11/2003 15:30:00,56.82,57.15,56.44,56.87,2462346
2/12/2003 15:30:00,56.69,56.96,56.08,56.62,2632766
2/14/2003 15:30:00,56.72,57.36,56.42,57.2,3708450
2/17/2003 15:30:00,57.86,58.89,57.81,58.75,3163812
2/18/2003 15:30:00,58.99,59.15,58.15,58.32,2327667
2/19/2003 15:30:00,58.6,58.96,58.25,58.46,1859557
2/20/2003 15:30:00,58.39,58.57,57.79,58.17,1547297
2/21/2003 15:30:00,58.22,59.58,58.19,59.37,4517701
2/24/2003 15:30:00,59.83,61.16,59.83,60.95,9498820
2/25/2003 15:30:00,60.4,60.71,59.34,59.51,4962908
2/26/2003 15:30:00,59.73,59.98,58.69,58.91,3927725
2/27/2003 15:30:00,58.65,59.8,58.45,59.47,4252731
2/28/2003 15:30:00,59.8,60.96,58.9,59.34,7407437
3/3/2003 15:30:00,59.39,60.64,59.04,59.56,6568547
3/4/2003 15:30:00,59.21,59.75,58.59,58.83,2678815
3/5/2003 15:30:00,58.5,58.57,57.01,58.18,5714701
3/6/2003 15:30:00,58,58.1,57.23,57.45,2460354
3/7/2003 15:30:00,55.97,56.96,55.97,56.58,3363294
3/10/2003 15:30:00,56.55,56.7,55.28,55.76,3990040
3/11/2003 15:30:00,55.37,57.86,55.19,57.41,4118775
3/12/2003 15:30:00,57.38,57.55,55.68,56.03,2537990
3/13/2003 15:30:00,55.97,56.55,55.45,55.96,3577231
3/17/2003 15:30:00,55.97,56.55,55.42,56.28,4017792
3/19/2003 15:30:00,56.78,57.52,56.69,57.39,3524481
3/20/2003 15:30:00,56.37,59.58,56.37,59.06,5099545
3/21/2003 15:30:00,58.71,59.38,57.44,59.09,4093968
3/24/2003 15:30:00,58.97,58.97,56.69,56.95,3978037
3/25/2003 15:30:00,56.17,57.72,55.8,57.52,3507508
3/26/2003 15:30:00,57.68,58.02,56.9,57.28,2791345
3/27/2003 15:30:00,56.96,57.11,56.21,56.48,2501955
3/28/2003 15:30:00,56.55,57.66,56.4,57.47,3051450
3/31/2003 15:30:00,56.6,56.94,55.49,55.99,3356489
4/1/2003 15:30:00,55.57,56.93,55.57,56.59,2662922
4/2/2003 15:30:00,56.89,57.58,56.58,56.84,2499790
4/3/2003 15:30:00,56.98,57.78,56.79,57.48,2228894
4/4/2003 15:30:00,57.61,59.21,57.61,59.08,4914794
4/7/2003 15:30:00,59.44,60.8,59.39,60.43,4929495
4/8/2003 15:30:00,60,60.16,59.29,59.63,3025909
4/9/2003 15:30:00,59.02,59.37,57.88,58.06,3180773
4/10/2003 15:30:00,57.97,58.08,56.8,57.43,2911610
4/11/2003 15:30:00,57.66,59.19,56.88,58.96,3456980
4/15/2003 15:30:00,58.99,59.03,55.2,56.84,5846070
4/16/2003 15:30:00,57.36,57.45,56.46,57.14,3023338
4/17/2003 15:30:00,57.14,57.14,55.6,56,3105149
4/21/2003 15:30:00,56.37,56.78,55.77,56.23,2161877
4/22/2003 15:30:00,56.1,56.13,55.12,55.85,3876796
4/23/2003 15:30:00,56.68,57.27,54.31,54.6,15811793
4/24/2003 15:30:00,54.96,55.77,54.7,55.13,6500987
4/25/2003 15:30:00,54.76,55.29,53.76,54,5532466
4/28/2003 15:30:00,53.96,55.11,53.3,54.8,4880945
4/29/2003 15:30:00,54.96,55.14,54.51,54.93,3156736
4/30/2003 15:30:00,54.91,55.47,54.57,55.26,2433276
5/2/2003 15:30:00,55.29,55.35,54.62,55.06,2318553
5/5/2003 15:30:00,55.37,55.57,54.26,54.47,2762692
5/6/2003 15:30:00,54.36,54.9,53.94,54.34,3081872
5/7/2003 15:30:00,53.64,54.11,53.35,53.46,2939450
5/8/2003 15:30:00,53.35,53.55,51.95,52.26,5238248
5/9/2003 15:30:00,51.77,53.05,51.77,52.56,3066891
5/12/2003 15:30:00,52.75,52.95,52,52.51,2117544
5/13/2003 15:30:00,52.73,52.92,52.3,52.7,1702560
5/14/2003 15:30:00,52.7,53.8,52.7,53.66,2832571
5/15/2003 15:30:00,53.69,54.04,53.37,53.83,1985716
5/16/2003 15:30:00,54.16,54.32,53.74,54.09,2180439
5/19/2003 15:30:00,54.17,54.59,53.86,54.18,2564055
5/20/2003 15:30:00,53.25,54.92,53.25,54.78,2951846
5/21/2003 15:30:00,54.91,55.13,54.22,54.72,2578727
5/22/2003 15:30:00,54.48,55.41,54.26,55.29,3004600
5/23/2003 15:30:00,54.56,54.74,54.18,54.41,1526396
5/26/2003 15:30:00,54.36,56.58,54.16,56.26,3028596
5/27/2003 15:30:00,56.19,57.26,56.03,56.47,3884253
5/28/2003 15:30:00,56.58,58.25,56.58,57.99,5123081
5/29/2003 15:30:00,58.29,59.37,57.68,59.11,4330163
5/30/2003 15:30:00,59.19,60.8,58.99,60.12,6292634
6/2/2003 15:30:00,60.2,60.48,59.06,59.3,2633889
6/3/2003 15:30:00,58.87,59.39,58.64,58.82,1322619
6/4/2003 15:30:00,58.9,60.95,58.79,60.53,4587018
6/5/2003 15:30:00,61.41,63.38,61.33,62.92,10049061
6/6/2003 15:30:00,63.42,63.79,62.55,63.12,5565987
6/9/2003 15:30:00,64.32,64.32,61.55,61.93,4317101
6/10/2003 15:30:00,61.65,63.17,60.75,61.12,5040597
6/11/2003 15:30:00,61.01,62.17,61.01,61.96,3510016
6/12/2003 15:30:00,62.14,62.59,61.83,62.01,2656499
6/13/2003 15:30:00,62.36,63.3,62.34,63.01,5154883
6/16/2003 15:30:00,63.45,63.82,61.67,61.86,7720929
6/17/2003 15:30:00,62.36,65.01,62.15,64.65,9155674
6/18/2003 15:30:00,64.98,64.98,63.76,64.03,5274828
6/19/2003 15:30:00,60.63,65.64,60.63,65.42,7189801
6/20/2003 15:30:00,64.83,68,64.83,67.54,14043308
6/23/2003 15:30:00,67.34,67.34,65.25,65.48,4437953
6/24/2003 15:30:00,65.48,66.09,64.23,64.5,6522147
6/25/2003 15:30:00,64.83,66.24,64.83,65.41,5824144
6/26/2003 15:30:00,65.64,66.82,65.08,65.46,7399290
6/27/2003 15:30:00,65.77,66.04,64.74,65.39,4646035
6/30/2003 15:30:00,65.43,66.48,64.95,65.42,5617703
7/1/2003 15:30:00,65.65,66.12,65.08,65.6,5923798
7/2/2003 15:30:00,66.01,67.25,65.64,66.14,7578443
7/3/2003 15:30:00,66.39,67.54,65.9,66.59,8234968
7/4/2003 15:30:00,67.05,67.91,66.64,67.03,5938555
7/7/2003 15:30:00,67.25,67.95,65.96,66.19,4094522
7/8/2003 15:30:00,66.26,66.64,65.36,65.68,3532013
7/9/2003 15:30:00,66.44,66.44,65.08,65.77,3066396
7/10/2003 15:30:00,66.22,67.57,65.77,67.27,4260327
7/11/2003 15:30:00,67.25,67.95,66.37,66.58,4139447
7/14/2003 15:30:00,67.04,68.56,67.04,68.4,6545570
7/15/2003 15:30:00,68.66,69.44,67.39,67.98,6006878
7/16/2003 15:30:00,67.8,69.74,67.45,69.21,5578641
7/17/2003 15:30:00,69.46,69.84,67.65,68.21,5765178
7/18/2003 15:30:00,68.14,70.47,67.25,68.3,5592085
7/21/2003 15:30:00,68.7,68.76,67.27,67.59,4688869
7/22/2003 15:30:00,67.62,67.62,66.31,67.26,5254420
7/23/2003 15:30:00,67.65,67.75,65.92,66.4,4455942
7/24/2003 15:30:00,66.66,69.66,66.26,68.82,5631688
7/25/2003 15:30:00,69.46,70.67,68.92,70.39,8078652
7/28/2003 15:30:00,70.58,71.34,69.16,69.5,4839923
7/29/2003 15:30:00,69.07,70.27,68.84,69.99,5073934
7/30/2003 15:30:00,69.26,71.18,66.44,70.19,4926920
7/31/2003 15:30:00,70.67,72.85,69.86,72.06,16058683
8/1/2003 15:30:00,72.42,72.42,71.19,71.48,5331971
8/4/2003 15:30:00,71.17,72.02,70.97,71.46,3691388
8/5/2003 15:30:00,71.6,73.29,69.39,70.06,8098676
8/6/2003 15:30:00,69.18,71.76,69.18,70.59,8697928
8/7/2003 15:30:00,71.1,71.88,70.2,71.59,5606043
8/8/2003 15:30:00,72.46,73.38,71.88,73.15,7174479
8/11/2003 15:30:00,72.18,73.49,72.18,72.74,4667303
8/12/2003 15:30:00,78.28,78.28,71.59,71.84,3850086
8/13/2003 15:30:00,74.47,74.47,71.63,72.67,4531665
8/14/2003 15:30:00,72.88,73.58,71.91,72.2,4802977
8/18/2003 15:30:00,72.28,73.38,71.47,72.73,5574787
8/19/2003 15:30:00,73.02,74.79,72.61,74.31,5876836
8/20/2003 15:30:00,74.9,75.44,74,74.27,3505892
8/21/2003 15:30:00,75.5,75.5,74.32,74.72,4227478
8/22/2003 15:30:00,75.14,77.47,74.9,76.85,8339399
8/25/2003 15:30:00,77.72,85.51,73.91,76.23,9454459
8/26/2003 15:30:00,76.51,78.92,76.13,78.65,8005644
8/27/2003 15:30:00,78.52,79.94,78.52,79.29,5248770
8/28/2003 15:30:00,79.34,80.03,78.22,79.27,5044335
8/29/2003 15:30:00,80.33,81.49,79.28,80.67,6588927
9/1/2003 15:30:00,80.18,83.43,80.18,82.59,6030443
9/2/2003 15:30:00,83.55,84.88,82.88,84.28,9658341
9/3/2003 15:30:00,83.79,84.34,81.75,82.14,5528319
9/4/2003 15:30:00,81.92,83.15,81.56,82.41,6333379
9/5/2003 15:30:00,82.77,84.82,82.77,84.53,5809532
9/8/2003 15:30:00,84.98,88.07,84.98,87.7,7843693
9/9/2003 15:30:00,88.01,89.07,87,87.84,8818832
9/10/2003 15:30:00,87.58,87.67,86.7,87.51,5081235
9/11/2003 15:30:00,85.57,88.43,85.57,86.31,6898117
9/12/2003 15:30:00,86.17,87.3,83.76,84.39,6079875
9/15/2003 15:30:00,84.36,84.52,80.87,81.45,8703494
9/16/2003 15:30:00,81.74,82.89,79.25,82.58,9781713
9/17/2003 15:30:00,84.16,84.16,80.97,81.92,7204975
9/18/2003 15:30:00,82.35,82.35,79.06,79.6,8725249
9/19/2003 15:30:00,79.54,82.12,78.92,81.35,10975666
9/22/2003 15:30:00,82.93,82.93,80.56,81.15,5331483
9/23/2003 15:30:00,80.57,83.74,80.08,83.06,5067816
9/24/2003 15:30:00,83.9,86.82,83,86.37,8490786
9/25/2003 15:30:00,86.17,87.08,83.76,84.2,10013123
9/26/2003 15:30:00,84.72,86.06,83.96,85.83,7256463
9/29/2003 15:30:00,102.68,102.68,86.12,87.44,4924381
9/30/2003 15:30:00,87.83,89.66,87.58,89.35,7794669
10/1/2003 15:30:00,88.79,89.66,87.19,87.72,4596091
10/3/2003 15:30:00,88.39,90.6,88.19,90.31,6636276
10/6/2003 15:30:00,90.3,92.57,85.07,92.11,4881619
10/7/2003 15:30:00,92.21,92.82,90.63,90.96,5415584
10/8/2003 15:30:00,93.62,93.62,90.33,91.66,4604292
10/9/2003 15:30:00,92.41,93.22,91.02,91.64,5438028
10/10/2003 15:30:00,92.25,95.03,92.25,94.81,7664012
10/13/2003 15:30:00,94.8,97.45,93.72,96.85,5561367
10/14/2003 15:30:00,97.65,98.23,93.65,94.28,6071066
10/15/2003 15:30:00,94.46,97.22,93.89,96.37,6397161
10/16/2003 15:30:00,100.25,100.25,96.76,98.36,16486307
10/17/2003 15:30:00,98.05,100.07,97.78,98.56,6724539
10/20/2003 15:30:00,99.26,99.66,96.64,97,4479769
10/21/2003 15:30:00,97.65,97.65,93.52,94.27,6892959
10/22/2003 15:30:00,92.67,95.51,92.67,94.41,5518654
10/23/2003 15:30:00,94.59,94.63,91.83,92.37,5879520
10/24/2003 15:30:00,74.49,95.43,74.49,94.76,6294240
10/27/2003 15:30:00,95.63,95.84,92.04,92.41,4982452
10/28/2003 15:30:00,92.61,94.63,92.21,93.48,7426937
10/29/2003 15:30:00,94.07,95.63,93.12,95.11,4037719
10/30/2003 15:30:00,94.74,96.64,94.35,96.05,4701112
10/31/2003 15:30:00,96.64,98.2,96.26,97.94,4718758
11/3/2003 15:30:00,98.04,100.85,98.04,100.29,8769709
11/4/2003 15:30:00,101.09,101.88,98.08,98.96,7882729
11/5/2003 15:30:00,98.05,99.48,96.74,98.37,6506879
11/6/2003 15:30:00,99.06,100.97,98.47,99.23,9589862
11/7/2003 15:30:00,99.37,100.04,96.58,97.07,5214906
11/10/2003 15:30:00,102.68,102.68,94.85,97.23,3943629
11/11/2003 15:30:00,96.67,97.65,95.76,96.77,4570877
11/12/2003 15:30:00,98.65,98.95,97.06,97.46,5669505
11/13/2003 15:30:00,100.65,100.65,95.85,96.21,4587227
11/14/2003 15:30:00,94.88,95.63,93.06,93.6,5850660
11/17/2003 15:30:00,94.05,96.12,93.62,95.63,5284715
11/18/2003 15:30:00,95.16,95.99,93.62,93.82,3709555
11/19/2003 15:30:00,93.45,93.97,92.33,92.94,5303106
11/20/2003 15:30:00,93.04,93.8,90.4,90.76,4513877
11/21/2003 15:30:00,89.84,93,89.84,92.5,6034467
11/24/2003 15:30:00,92.99,93.22,91.43,91.79,3139596
11/25/2003 15:30:00,91.81,94.41,91.81,94.04,4945760
11/27/2003 15:30:00,94.05,96.7,94.05,95.88,7246806
11/28/2003 15:30:00,96.04,98.63,96.04,98.06,5419378
12/1/2003 15:30:00,98.68,99.62,98.27,99.11,4123682
12/2/2003 15:30:00,99.29,101.67,97.81,100.59,6277005
12/3/2003 15:30:00,101.67,101.67,99.23,100.25,8420259
12/4/2003 15:30:00,98.75,102.98,98.75,102.42,12859046
12/5/2003 15:30:00,102.68,103.08,98.9,99.27,5893629
12/8/2003 15:30:00,98.48,99.51,96.11,96.62,8118846
12/9/2003 15:30:00,96.91,98.32,96.91,97.97,5662655
12/10/2003 15:30:00,98.15,101.16,97.87,100.18,10279517
12/11/2003 15:30:00,100.89,101.47,98.49,99.28,7431704
12/12/2003 15:30:00,99.87,99.87,98.16,98.92,4966075
12/15/2003 15:30:00,99.06,101.13,99.06,100.47,5962251
12/16/2003 15:30:00,100.43,102.17,99.19,101.64,9055688
12/17/2003 15:30:00,101.88,102.16,100.69,101.22,6225689
12/18/2003 15:30:00,100.63,102.94,100.63,102.07,6839994
12/19/2003 15:30:00,102.28,105.29,102.28,104.83,10672249
12/22/2003 15:30:00,104.93,106.71,104.93,106.21,4295096
12/23/2003 15:30:00,87.58,106.67,87.58,105.18,4602904
12/24/2003 15:30:00,104.73,106.91,104.73,106.29,4344835
12/26/2003 15:30:00,106.94,107.25,106.15,106.75,3439245
12/29/2003 15:30:00,107.31,108.51,107.15,108.17,3312897
12/30/2003 15:30:00,108.12,116.78,107.76,113.29,12317141
12/31/2003 15:30:00,113.15,117.34,113.15,115.33,11471408
1/1/2004 15:30:00,116.78,116.78,114.19,114.89,4071252
1/2/2004 15:30:00,115.67,118.57,114.89,117.82,8115756
1/5/2004 15:30:00,117.78,118.77,115.16,116.79,6100815
1/6/2004 15:30:00,116.98,118.49,113.56,115.25,5795339
1/7/2004 15:30:00,114.8,117.28,114.16,116.81,5944876
1/8/2004 15:30:00,117.78,120.38,117.41,118.81,5339567
1/9/2004 15:30:00,120.8,121.94,115.8,116.5,8761265
1/12/2004 15:30:00,116.37,117.56,114.4,115.01,5588734
1/13/2004 15:30:00,115.42,118.69,115.21,118.26,5872486
1/14/2004 15:30:00,118.79,120.6,118.79,120.2,5109994
1/15/2004 15:30:00,121.51,121.99,115.69,116.39,6724119
1/16/2004 15:30:00,117.78,118.14,115.16,117,8057492
1/19/2004 15:30:00,117.01,118.59,114.58,117.73,5572406
1/20/2004 15:30:00,118.59,120.36,114.83,115.66,6050968
1/21/2004 15:30:00,115.01,116.71,110.25,111.33,6471951
1/22/2004 15:30:00,111.34,115.75,106.15,107.76,10218853
1/23/2004 15:30:00,108.52,113,107.06,112.32,9296411
1/27/2004 15:30:00,113.16,117.46,112.82,116.91,7072111
1/28/2004 15:30:00,118.39,118.64,114.67,115.91,8354537
1/29/2004 15:30:00,116.98,117.96,113.81,115.07,14791246
1/30/2004 15:30:00,115.27,116.65,112.35,112.86,6169266
2/3/2004 15:30:00,113.15,113.72,110.51,111.48,6913665
2/4/2004 15:30:00,111.81,115.77,110.64,115.04,7371400
2/5/2004 15:30:00,115.67,116.47,112.61,113.68,7220332
2/6/2004 15:30:00,114.51,116.17,113.57,115.85,6548357
2/9/2004 15:30:00,116.47,118.79,116.47,118.53,4990849
2/10/2004 15:30:00,119.19,120.48,117.9,119.44,8848744
2/11/2004 15:30:00,124.83,124.83,117,118.24,6210047
2/12/2004 15:30:00,118.84,119.78,117.58,118.33,5921079
2/13/2004 15:30:00,118.01,120.28,117.6,119.88,4672041
2/16/2004 15:30:00,120.4,121.2,118.84,119.38,5692413
2/17/2004 15:30:00,119.21,121.81,118.79,120.55,9221574
2/18/2004 15:30:00,121.17,122.92,120.83,121.78,11285784
2/19/2004 15:30:00,121.83,122.61,116.79,117.25,8352121
2/20/2004 15:30:00,117,119.8,116.88,118.27,10037773
2/23/2004 15:30:00,118.59,119.59,112.77,113.83,9391243
2/24/2004 15:30:00,111.84,114.48,110.74,113.91,12554104
2/25/2004 15:30:00,114.76,114.76,111.19,111.78,6962652
2/26/2004 15:30:00,111.54,113.61,108.52,109.19,10483179
2/27/2004 15:30:00,109.84,112.06,109.73,111.68,8262031
3/1/2004 15:30:00,114.56,114.65,112,114.22,6235209
3/3/2004 15:30:00,114.59,117.56,114.18,116.95,8516733
3/4/2004 15:30:00,116.37,117.58,114.88,115.5,4249944
3/5/2004 15:30:00,114.96,118.28,114.96,118.01,4136933
3/8/2004 15:30:00,118.39,120.6,118.26,119.95,4857721
3/9/2004 15:30:00,120.8,120.8,116.47,117.64,4567818
3/10/2004 15:30:00,116.98,117.18,114.8,115.51,4071022
3/11/2004 15:30:00,115.16,116.37,113.35,113.93,5579304
